,브랜드,언급량,제품수,총판매량,제품당판매량
1616,B002-01911,278.03650999999894,13,169702,13054.0
1617,B002-01912,2019.4203199999993,1,675,675.0
1618,B002-01913,587.9582400000024,10,15873,1587.3
1619,B002-01914,101.14345999999945,1,19,19.0
1620,B002-01915,134.6511799999996,47,68615,1459.8936170212767
1621,B002-01916,3.9743399999999984,2,23260,11630.0
1622,B002-01917,177.65950999999882,2,11030,5515.0
1623,B002-01919,420.2327300000006,1,4,4.0
1624,B002-01921,0.0,1,63,63.0
1625,B002-01922,0.3191,1,6,6.0
1626,B002-01923,0.9282800000000001,1,3304,3304.0
1627,B002-01924,327.84807999999947,1,20854,20854.0
1628,B002-01925,2644.7467300000003,2,12590,6295.0
1629,B002-01926,6.730099999999999,1,70,70.0
1630,B002-01928,53.305130000000055,1,2154,2154.0
1631,B002-01929,85.72478999999962,1,77,77.0
1632,B002-01930,20174.520205065004,1,199,199.0
1633,B002-01931,0.86456538,1,5059,5059.0
1634,B002-01932,167.44240786299952,2,3333,1666.5
1635,B002-01933,2423.1868232550014,2,50,25.0
1636,B002-01935,1870.943800000001,1,738,738.0
1637,B002-01936,8.427150000000005,2,333,166.5
1638,B002-01937,2684.796030000003,1,1079,1079.0
1639,B002-01938,185.3908599999987,5,5835,1167.0
1640,B002-01939,194.50015999999897,13,21467,1651.3076923076924
1641,B002-01940,1.08784,1,40,40.0
1642,B002-01942,884.4043700000001,2,3687,1843.5
1643,B002-01943,2584.012769999998,1,1349,1349.0
1644,B002-01944,126.73146999999929,13,17985,1383.4615384615386
1645,B002-01945,341.0479500000002,8,9920,1240.0
1646,B002-01946,262.3127399999986,1,3400,3400.0
1647,B002-01947,7520.102239999998,4,24821,6205.25
1648,B002-01949,596.6469600000008,5,10052,2010.4
1649,B002-01950,665.1667950909996,35,188189,5376.828571428571
1650,B002-01951,2261.736452168999,1,263,263.0
1651,B002-01953,102.16721482499993,1,94,94.0
1652,B002-01955,4.206349999999998,7,13262,1894.5714285714287
1653,B002-01956,458.74451000000033,3,1477,492.3333333333333
1654,B002-01957,1098.286119999998,1,148,148.0
1655,B002-01958,70.63909999999984,30,54668,1822.2666666666667
1656,B002-01959,0.23207,1,260,260.0
1657,B002-01960,856.5830699999996,6,24271,4045.1666666666665
1658,B002-01961,80.45915999999966,2,31,15.5
1659,B002-01963,108.26581999999928,1,414,414.0
1660,B002-01965,12886.85589999999,1,3755,3755.0
1661,B002-01966,272.930799999999,1,928,928.0
1662,B002-01967,756.1334099999999,2,2194,1097.0
1663,B002-01968,139.75686999999908,2,6497,3248.5
1664,B002-01969,784.2884199999994,11,98745,8976.818181818182
1665,B002-01970,198.27171124799975,6,1351,225.16666666666666
1666,B002-01971,753.9879461329994,5,4544,908.8
1667,B002-01972,387.1754814209994,1,250,250.0
1668,B002-01973,297.1113809189997,6,80415,13402.5
1669,B002-01974,6591.802229999996,1,470,470.0
1670,B002-01975,729.7338099999995,1,40,40.0
1671,B002-01976,44.90794999999998,51,475621,9325.901960784313
1672,B002-01977,8.499740000000008,8,6867,858.375
1673,B002-01978,3615.155849999999,1,600,600.0
1674,B002-01979,7.208730000000003,2,394,197.0
1675,B002-01982,67.46915799999988,1,806,806.0
1676,B002-01983,7707.173694062,3,2224,741.3333333333334
1677,B002-01984,158.98263071099993,30,195992,6533.066666666667
1678,B002-01985,2.4653724259999996,1,5,5.0
1679,B002-01986,147.2179283129999,1,211,211.0
1680,B002-01987,11713.975831824993,20,67607,3380.35
1681,B002-01988,141.14006379999975,10,27790,2779.0
1682,B002-01989,75.98068049199992,8,107907,13488.375
1683,B002-01990,707.9321499999994,1,198,198.0
1684,B002-01991,70.63939999999981,3,1934,644.6666666666666
1685,B002-01992,2204.01564,1,170,170.0
1686,B002-01996,130.87276448899962,1,435,435.0
1687,B002-01997,1026.6382118590006,1,11227,11227.0
1688,B002-01998,2752.144410000001,1,29,29.0
1689,B002-02000,2.8428899999999993,3,1959,653.0
1690,B002-02001,1238.103329999996,2,17837,8918.5
1691,B002-02002,312.64049731900076,1,13745,13745.0
1692,B002-02003,38.71599951799991,16,24026,1501.625
1693,B002-02004,4390.177451597002,4,12580,3145.0
1694,B002-02005,150.8309334240006,21,58623,2791.5714285714284
1695,B002-02006,4609.701819999998,1,5799,5799.0
1696,B002-02007,99.15654999999956,1,408,408.0
1697,B002-02008,146.79195999999894,4,1864,466.0
1698,B002-02010,126.6585299999991,2,1320,660.0
1699,B002-02011,436.62381999999957,20,33019,1650.95
1700,B002-02012,48.533019999999915,1,188,188.0
1701,B002-02013,665.4169500000007,1,1291,1291.0
1702,B002-02014,9.239400000000009,5,14875,2975.0
1703,B002-02016,81.12621999999973,3,1662,554.0
1704,B002-02017,111.25375999999926,3,3707,1235.6666666666667
1705,B002-02019,1502.7972600000012,4,201,50.25
1706,B002-02020,0.0,4,1601,400.25
1707,B002-02021,20.79972000000003,1,961,961.0
1708,B002-02022,74.75862999999981,2,20,10.0
1709,B002-02023,3328.2541900000015,3,465,155.0
1710,B002-02024,1204.8714699999975,2,32381,16190.5
1711,B002-02025,4988.668890000001,1,729,729.0
1712,B002-02026,10.09457956000001,3,3336,1112.0
1713,B002-02027,1.232774353,1,1739,1739.0
1714,B002-02028,16245.38659586,1,40,40.0
1715,B002-02029,1303.9858653819986,6,15230,2538.3333333333335
1716,B002-02030,1820.728700063999,5,27328,5465.6
1717,B002-02031,3004.2814551419965,1,640,640.0
1718,B002-02032,705.6993685319999,2,7327,3663.5
1719,B002-02033,9619.160498486002,2,1247,623.5
1720,B002-02034,3772.495550000003,1,69,69.0
1721,B002-02035,0.39161999999999997,12,4287,357.25
1722,B002-02036,312.3563400000017,1,22891,22891.0
1723,B002-02038,107.38084999999944,2,545,272.5
1724,B002-02039,198.05411999999853,1,231,231.0
1725,B002-02040,540.8448900000012,1,1474,1474.0
1726,B002-02041,7163.835919999999,1,39,39.0
1727,B002-02042,580.9087499999999,7,1149,164.14285714285714
1728,B002-02043,68.4345599999997,1,4,4.0
1729,B002-02044,147.96699999999902,1,12390,12390.0
1730,B002-02045,179.09539999999885,7,9988,1426.857142857143
1731,B002-02046,94.90632999999953,2,124,62.0
1732,B002-02048,20.002100000000016,5,6245,1249.0
1733,B002-02049,2.219189999999999,2,906,453.0
1734,B002-02050,249.69313999999832,1,119,119.0
1735,B002-02051,821.9008100000002,1,558,558.0
1736,B002-02052,1.6970199999999995,113,915090,8098.141592920354
1737,B002-02053,205.11818999999855,1,96511,96511.0
1738,B002-02054,215.37351999999865,1,109129,109129.0
1739,B002-02055,909.1506199999999,1,13,13.0
1740,B002-02056,1230.038359999999,1,21854,21854.0
1741,B002-02057,5013.22663,6,47705,7950.833333333333
1742,B002-02058,845.1818599999986,8,13726,1715.75
1743,B002-02059,4.133829999999999,28,148164,5291.571428571428
1744,B002-02060,584.6654500000006,2,682,341.0
1745,B002-02061,78.61700999999974,1,14,14.0
1746,B002-02062,202.65891705799976,17,166325,9783.823529411764
1747,B002-02063,135.51323957600007,43,2555332,59426.32558139535
1748,B002-02064,4902.0342027580045,2,2130,1065.0
1749,B002-02065,762.1988502070003,1,1215,1215.0
1750,B002-02068,465.47492000000005,14,4975,355.35714285714283
1751,B002-02069,278.7618299999986,1,666,666.0
1752,B002-02071,11.270230000000003,2,262,131.0
1753,B002-02072,139.2201199999993,1,916,916.0
1754,B002-02073,3.6550999999999982,15,8115,541.0
1755,B002-02075,98.47478999999964,1,713,713.0
1756,B002-02076,21.56841000000004,1,18033,18033.0
1757,B002-02077,939.4668899999989,1,39,39.0
1758,B002-02078,422.19366904300006,1,103,103.0
1759,B002-02079,2140.860074183001,1,12,12.0
1760,B002-02080,3601.227946896998,1,223,223.0
1761,B002-02081,10970.400891570003,1,388,388.0
1762,B002-02082,56.30872999999983,43,56986,1325.2558139534883
1763,B002-02083,588.3933400000003,1,688,688.0
1764,B002-02084,15.055840000000028,1,43,43.0
1765,B002-02086,8.731750000000007,2,157,78.5
1766,B002-02087,449.91070000000013,4,38957,9739.25
1767,B002-02090,236.08708999999897,11,18591,1690.090909090909
1768,B002-02092,307.59848999999923,1,0,0.0
1769,B002-02093,137.26199999999912,5,2729,545.8
1770,B002-02095,1682.7545231769989,2,317,158.5
1771,B002-02096,315.6496125639996,4,2094,523.5
1772,B002-02098,25.920000000000027,12,184335,15361.25
1773,B002-02099,326.4700599999991,1,15720,15720.0
1774,B002-02100,104.34930999999942,1,1395,1395.0
1775,B002-02101,311.67449999999934,1,2,2.0
1776,B002-02102,3602.6813000000025,1,2558,2558.0
1777,B002-02103,21.66997000000003,2,1675,837.5
1778,B002-02104,119.21738999999904,4,2452,613.0
1779,B002-02105,102.94213999999943,3,32141,10713.666666666666
1780,B002-02106,403.2904400000001,7,12011,1715.857142857143
1781,B002-02107,13.982390000000029,1,1612,1612.0
1782,B002-02109,691.0479400000012,10,26905,2690.5
1783,B002-02110,331.09718000000197,1,36,36.0
1784,B002-02111,549.2433499999999,1,24,24.0
1785,B002-02114,0.0,1,22,22.0
1786,B002-02115,1.7985499999999994,2,13807,6903.5
1787,B002-02116,3801.5934200000006,1,10408,10408.0
1788,B002-02117,186.87041999999875,2,1877,938.5
1789,B002-02118,3800.4901837340017,1,13,13.0
1790,B002-02119,11300.108428927002,1,594,594.0
1791,B002-02120,1515.9844252709981,23,26561,1154.8260869565217
1792,B002-02121,216.6418856449998,2,1134,567.0
1793,B002-02123,763.5047434900016,94,679731,7231.18085106383
1794,B002-02124,94.28254015300004,3,10868,3622.6666666666665
1795,B002-02125,1759.1871150409995,4,5417,1354.25
1796,B002-02126,2409.03452,4,1746,436.5
1797,B002-02127,226.51364999999848,3,4339,1446.3333333333333
1798,B002-02128,1655.5242700000013,5,1448,289.6
1799,B002-02129,51.43439999999993,1,1043,1043.0
1800,B002-02130,0.536442657,1,56,56.0
1801,B002-02132,33960.17246803,4,14903,3725.75
1802,B002-02133,3434.2199308690015,4,1409,352.25
1803,B002-02134,92.20822999999953,1,1795,1795.0
1804,B002-02135,2.9443799999999984,1,13,13.0
1805,B002-02136,2.668819999999999,1,7680,7680.0
1806,B002-02137,242.0342899999984,1,920,920.0
1807,B002-02138,51.86920999999991,12,18428,1535.6666666666667
1808,B002-02140,195.61793999999978,2,2840,1420.0
1809,B002-02141,371.3061600000007,3,70311,23437.0
1810,B002-02142,130.98116999999922,8,4794,599.25
1811,B002-02144,12.648070000000013,1,709,709.0
1812,B002-02145,756.8877399999998,9,19892,2210.222222222222
1813,B002-02146,223.34417433199974,1,497,497.0
1814,B002-02147,8.034354235999999,1,5474,5474.0
1815,B002-02148,20792.07194313003,1,10,10.0
1816,B002-02150,39.496519999999975,12,47817,3984.75
1817,B002-02151,26.036130000000025,3,49172,16390.666666666668
1818,B002-02152,123.07595999999924,1,38954,38954.0
1819,B002-02153,1.8420799999999993,2,2518,1259.0
1820,B002-02155,7737.755069999998,6,13421,2236.8333333333335
1821,B002-02156,744.3406700000002,1,29140,29140.0
1822,B002-02157,2.9154099999999983,2,810,405.0
1823,B002-02159,39.94612999999986,1,1154,1154.0
1824,B002-02161,74.03308999999973,2,93600,46800.0
1825,B002-02162,222.23454999999856,1,5,5.0
1826,B002-02163,13.779440000000026,28,106910,3818.214285714286
1827,B002-02164,111.58744999999931,2,1261,630.5
1828,B002-02165,19.552580000000013,4,913,228.25
1829,B002-02166,81.76450999999973,2,7321,3660.5
1830,B002-02167,1.0153200000000002,1,623,623.0
1831,B002-02168,137.7985999999991,3,19408,6469.333333333333
1832,B002-02169,1816.4903700000013,5,126874,25374.8
1833,B002-02170,176.67066475300012,1,17,17.0
1834,B002-02171,0.072514353,2,31515,15757.5
1835,B002-02172,2.7120368060000004,2,180,90.0
1836,B002-02173,12630.948131270006,2,220,110.0
1837,B002-02174,379.50167999999945,9,31212,3468.0
1838,B002-02175,377.4418800000012,1,334,334.0
1839,B002-02176,812.80591,1,258,258.0
1840,B002-02177,3.7711499999999973,4,16373,4093.25
1841,B002-02179,5.250729999999998,1,1919,1919.0
1842,B002-02180,33.810460000000006,1,11002,11002.0
1843,B002-02181,343.4268599999994,1,12849,12849.0
1844,B002-02182,2789.208718005998,1,768,768.0
1845,B002-02184,450.39135765599974,3,63,21.0
1846,B002-02185,1159.8391952199995,1,1032,1032.0
1847,B002-02186,5.294149999999999,3,6560,2186.6666666666665
1848,B002-02187,39.61253000000002,4,224475,56118.75
1849,B002-02188,194.05044999999902,1,293,293.0
1850,B002-02189,109.33914999999945,3,16838,5612.666666666667
1851,B002-02190,3948.9949092129987,1,10905,10905.0
1852,B002-02191,939.8488379140001,3,589,196.33333333333334
1853,B002-02192,5441.289310670007,1,1168,1168.0
1854,B002-02193,20.639162950999967,6,9600,1600.0
1855,B002-02194,96.64710999999954,1,76,76.0
1856,B002-02196,1983.6790899999987,1,868,868.0
1857,B002-02197,857.9901399999997,7,1486,212.28571428571428
1858,B002-02199,1.5371532940000001,3,760,253.33333333333334
1859,B002-02200,1154.0061639080004,1,374,374.0
1860,B002-02201,7.874873157000006,1,1528,1528.0
1861,B002-02203,19.131610000000023,11,59099,5372.636363636364
1862,B002-02204,1545.4574299999997,1,56,56.0
1863,B002-02205,353.3628599999997,1,363,363.0
1864,B002-02206,1373.9026599999988,3,1513,504.3333333333333
1865,B002-02207,143.87763999999962,4,4197,1049.25
1866,B002-02208,37.40763,3,8901,2967.0
1867,B002-02209,66.50533999999992,57,102735,1802.3684210526317
1868,B002-02210,111.67434999999934,1,749,749.0
1869,B002-02211,8.325580000000004,1,136,136.0
1870,B002-02213,275.628739999999,18,13643,757.9444444444445
1871,B002-02215,0.594658865,3,13989,4663.0
1872,B002-02216,1035.4972429699997,21,34530,1644.2857142857142
1873,B002-02218,215.47609370000018,5,599,119.8
1874,B002-02219,3696.193812991002,1,2628,2628.0
1875,B002-02220,8.615760580999996,2,1250,625.0
1876,B002-02221,422.8894382359998,2,373,186.5
1877,B002-02222,7006.9849738210005,2,2818,1409.0
1878,B002-02223,512.4844669049994,5,5120,1024.0
1879,B002-02224,1228.4018460889995,1,169,169.0
1880,B002-02226,117.01258999999939,3,4626,1542.0
1881,B002-02227,109.26653999999934,94,241803,2572.372340425532
1882,B002-02228,426.00580999999994,1,35238,35238.0
1883,B002-02230,0.9137800000000001,1,1119,1119.0
1884,B002-02231,3406.5252799999994,33,1589861,48177.606060606064
1885,B002-02232,175.9621799999988,22,127746,5806.636363636364
1886,B002-02233,530.0383900000003,6,6189,1031.5
1887,B002-02235,351.2162600000008,1,173,173.0
1888,B002-02237,0.49314,1,128,128.0
1889,B002-02238,1000.9114899999989,1,8,8.0
1890,B002-02239,543.687910000001,14,500698,35764.142857142855
1891,B002-02240,192.26635999999866,1,16,16.0
1892,B002-02241,10.660850000000018,2,3914,1957.0
1893,B002-02242,0.0,1,5380,5380.0
1894,B002-02243,122.39387999999924,1,205,205.0
1895,B002-02244,4.931539999999999,1,3526,3526.0
1896,B002-02245,100.08507999999945,1,0,0.0
1897,B002-02246,28.675760000000032,10,54726,5472.6
1898,B002-02247,2599.5189900000055,1,1032,1032.0
1899,B002-02248,61.16699999999994,1,8407,8407.0
1900,B002-02249,2.683339999999998,2,180,90.0
1901,B002-02250,119.8846099999993,1,34,34.0
1902,B002-02251,168.63719999999893,8,118587,14823.375
1903,B002-02252,99.21461999999953,14,23455,1675.357142857143
1904,B002-02253,4946.559919999995,1,566,566.0
1905,B002-02254,2065.2650172309977,1,114,114.0
1906,B002-02256,21649.062905179984,4,8109,2027.25
1907,B002-02259,40033.970199960015,1,100,100.0
1908,B002-02260,48.026110267,1,1409,1409.0
1909,B002-02261,8681.826655571007,31,186322,6010.387096774193
1910,B002-02262,878.6458100000008,26,239202,9200.076923076924
1911,B002-02263,229.84975999999884,1,70,70.0
1912,B002-02264,1554.001209999998,1,20,20.0
1913,B002-02265,43.60128999999992,1,143,143.0
1914,B002-02266,268.7194479709999,2,754,377.0
1915,B002-02268,7005.692465360989,1,88,88.0
1916,B002-02269,3300.881794735002,2,2037,1018.5
1917,B002-02270,397.38495310799954,3,59,19.666666666666668
1918,B002-02271,125.4341876689999,4,1456,364.0
1919,B002-02272,6220.706042110998,1,185456,185456.0
1920,B002-02274,5446.371360000005,1,0,0.0
1921,B002-02275,95.32750999999966,11,13642,1240.1818181818182
1922,B002-02276,70.33429999999977,1,309,309.0
1923,B002-02277,436.8847899999995,2,14,7.0
1924,B002-02278,20.610403810999998,13,271671,20897.76923076923
1925,B002-02280,272.7701721629997,54,104770,1940.1851851851852
1926,B002-02281,3014.164123819,19,35377,1861.9473684210527
1927,B002-02282,0.47864999999999996,1,82,82.0
1928,B002-02283,1016.7660099999987,35,552940,15798.285714285714
1929,B002-02284,102.23138999999935,1,961,961.0
1930,B002-02285,3.423089999999998,1,31,31.0
1931,B002-02286,13.909900000000027,3,3110,1036.6666666666667
1932,B002-02287,0.0,1,15408,15408.0
1933,B002-02289,1.2328899999999996,3,20352,6784.0
1934,B002-02290,261.29742999999854,1,2146,2146.0
1935,B002-02291,3640.2646999999993,3,1520,506.6666666666667
1936,B002-02292,338.24833999999936,1,670,670.0
1937,B002-02293,2281.198699999999,2,544,272.0
1938,B002-02294,164.7496599999988,1,4957,4957.0
1939,B002-02295,941.0044199999998,2,5703,2851.5
1940,B002-02296,196.28433999999862,1,52,52.0
1941,B002-02297,342.6290099999987,1,772,772.0
1942,B002-02298,549.6641199999992,2,50,25.0
1943,B002-02300,4784.767090000004,27,74836,2771.703703703704
1944,B002-02301,151.12916999999908,2,45369,22684.5
1945,B002-02304,238.11681471699958,1,13,13.0
1946,B002-02306,300.45973580200024,1,721,721.0
1947,B002-02307,413.3691859170006,3,3335,1111.6666666666667
1948,B002-02309,8275.868316950999,1,25260,25260.0
1949,B002-02310,462.51581,1,17,17.0
1950,B002-02312,355.68388999999956,1,1124,1124.0
1951,B002-02313,253.14547999999823,3,25063,8354.333333333334
1952,B002-02314,129.4871799999991,2,4663,2331.5
1953,B002-02316,104.43620999999936,1,3192,3192.0
1954,B002-02317,0.6237000000000001,1,250,250.0
1955,B002-02318,356.0844922000001,2,790,395.0
1956,B002-02319,453.9098031969998,17,414805,24400.29411764706
1957,B002-02320,4920.392009414,3,1587,529.0
1958,B002-02321,251.68921263299958,8,24194,3024.25
1959,B002-02322,4299.985396004999,1,134,134.0
1960,B002-02323,207.04741013999995,1,1069,1069.0
1961,B002-02324,790.6483317719989,8,134292,16786.5
1962,B002-02325,11861.137759709987,9,1114,123.77777777777777
1963,B002-02326,1090.4676199999983,6,30995,5165.833333333333
1964,B002-02327,333.12796999999944,1,29,29.0
1965,B002-02328,231.51782999999836,1,3901,3901.0
1966,B002-02330,1207.5572583219998,1,5093,5093.0
1967,B002-02331,31077.081051009987,1,6817,6817.0
1968,B002-02332,11369.287775609999,3,1105,368.3333333333333
1969,B002-02333,4991.662025766995,1,25017,25017.0
1970,B002-02337,345.4720499999995,1,119,119.0
1971,B002-02339,16938.378900000003,4,1146,286.5
1972,B002-02340,19.146510000000013,5,1987,397.4
1973,B002-02342,414.1694202750003,1,6377,6377.0
1974,B002-02344,1863.2654823759995,2,93,46.5
1975,B002-02345,750.2756049879997,3,8100,2700.0
1976,B002-02346,1824.6133999999984,2,1176,588.0
1977,B002-02347,1546.4875199999979,2,625,312.5
1978,B002-02348,3.4955699999999985,1,182,182.0
1979,B002-02349,9.935640000000012,1,873,873.0
1980,B002-02351,0.0,2,1498,749.0
1981,B002-02352,4.917109999999998,1,4,4.0
1982,B002-02353,526.5719000000015,1,483,483.0
1983,B002-02354,282.05452999999903,3,33620,11206.666666666666
1984,B002-02355,0.31909,16,570288,35643.0
1985,B002-02356,278.1962899999986,5,27536,5507.2
1986,B002-02358,2926.1943800000004,4,333,83.25
1987,B002-02359,711.7470099999999,1,486,486.0
1988,B002-02360,1238.1177199999977,2,574,287.0
1989,B002-02361,25.33982000000005,8,16064,2008.0
1990,B002-02362,127.74630999999917,1,470,470.0
1991,B002-02363,4415.939039999998,1,1500,1500.0
1992,B002-02365,999.8961999999992,1,292,292.0
1993,B002-02366,945.1579556450013,2,5679,2839.5
1994,B002-02367,23.279425463,1,1707,1707.0
1995,B002-02368,1195.014746558,1,3018,3018.0
1996,B002-02369,1092.5191679480004,3,518,172.66666666666666
1997,B002-02370,7999.3159499999965,72,291180,4044.1666666666665
1998,B002-02371,2.915429999999999,3,25400,8466.666666666666
1999,B002-02372,0.0,72,158185,2197.0138888888887
2000,B002-02373,56.540169999999854,6,67248,11208.0
2001,B002-02374,1048.57973117,5,19171,3834.2
2002,B002-02375,314.02539656199946,35,97124,2774.9714285714285
2003,B002-02376,652.9155715969996,3,9099,3033.0
2004,B002-02377,7.658382566999996,2,212,106.0
2005,B002-02378,30.72105000000003,23,11154,484.95652173913044
2006,B002-02379,0.50765,1,1516,1516.0
2007,B002-02380,117.88401999999982,9,14919,1657.6666666666667
2008,B002-02381,394.77584999999954,1,365,365.0
2009,B002-02382,76.10790999999976,2,76,38.0
2010,B002-02384,93.81865999999962,1,698,698.0
2011,B002-02385,5867.215649999996,1,2208,2208.0
2012,B002-02387,110.2263150000003,6,7299,1216.5
2013,B002-02388,4.915979999999998,2,32,16.0
2014,B002-02389,8909.319535,1,139,139.0
2015,B002-02392,491.910743326,2,1105,552.5
2016,B002-02393,54532.1349298,3,21252,7084.0
2017,B002-02394,953.263953202,2,6002,3001.0
2018,B002-02395,2572.247118664999,8,15386,1923.25
2019,B002-02396,1882.0857203809976,1,1367,1367.0
2020,B002-02397,5.988826552999997,27,178343,6605.2962962962965
2021,B002-02398,134.95579999999921,1,6,6.0
2022,B002-02399,316.0117199999997,3,456,152.0
2023,B002-02401,5.540729999999999,10,17515,1751.5
2024,B002-02402,12409.758318629993,1,3,3.0
2025,B002-02403,6985.376684999,2,85,42.5
2026,B002-02404,1017.3855637980001,2,31140,15570.0
2027,B002-02405,1826.2489833749992,4,55382,13845.5
2028,B002-02408,101.28887276199998,9,12788,1420.888888888889
2029,B002-02409,133.08427722099987,4,4612,1153.0
2030,B002-02410,15.28732792799999,1,1908,1908.0
2031,B002-02411,1955.5903556889984,3,139,46.333333333333336
2032,B002-02412,2559.539123992004,6,12368,2061.3333333333335
2033,B002-02413,1054.5270462920005,1,3004,3004.0
2034,B002-02414,3856.162520000003,2,1049,524.5
2035,B002-02415,3286.1452,15,112622,7508.133333333333
2036,B002-02416,843.2526899999982,1,60,60.0
2037,B002-02417,4909.919380000001,10,10906,1090.6
2038,B002-02418,114.77882999999929,2,693,346.5
2039,B002-02419,6902.071869999996,6,11916,1986.0
2040,B002-02420,0.07252,1,42,42.0
2041,B002-02423,723.2832282180007,2,18400,9200.0
2042,B002-02424,971.9356465499993,1,523,523.0
2043,B002-02425,626.9385969979993,7,2345,335.0
2044,B002-02427,1.8420699999999997,2,32299,16149.5
2045,B002-02428,830.3575000000005,1,679,679.0
2046,B002-02430,2.987909999999998,1,432,432.0
2047,B002-02431,218.75317999999874,1,23,23.0
2048,B002-02432,1278.2977499999993,2,3454,1727.0
2049,B002-02433,13.025280000000013,4,9073,2268.25
2050,B002-02434,190.43824835500018,4,384,96.0
2051,B002-02435,3862.8666953950037,1,600,600.0
2052,B002-02436,1108.9186172959999,1,157,157.0
2053,B002-02437,105.31955855800013,1,19,19.0
2054,B002-02438,3130.9130343179986,16,6671,416.9375
2055,B002-02439,2.5237040949999994,91,768177,8441.505494505494
2056,B002-02440,116.1556658700001,1,737,737.0
2057,B002-02443,44.84927999999986,6,6548,1091.3333333333333
2058,B002-02444,57.541309999999996,1,235,235.0
2059,B002-02445,194.64527999999876,3,15729,5243.0
2060,B002-02446,2410.0064499999985,22,47031,2137.7727272727275
2061,B002-02447,151.4481899999991,2,4990,2495.0
2062,B002-02448,215.83766999999847,2,9787,4893.5
2063,B002-02449,45.124639999999886,1,24,24.0
2064,B002-02451,2320.5373300000024,9,3791,421.22222222222223
2065,B002-02453,144.05046999999936,3,25111,8370.333333333334
2066,B002-02455,14296.19406998001,89,90065,1011.9662921348314
2067,B002-02456,285.1040291550004,1,30920,30920.0
2068,B002-02457,2804.8615501250006,1,3273,3273.0
2069,B002-02458,1040.3748039980007,1,192,192.0
2070,B002-02459,116.0957489230002,1,452,452.0
2071,B002-02462,10.675520000000013,15,5986,399.06666666666666
2072,B002-02463,2.8428699999999987,10,222688,22268.8
2073,B002-02464,8.586730000000003,2,566,283.0
2074,B002-02466,173.9750999999989,2,1275,637.5
2075,B002-02467,402.8842800000001,1,530,530.0
2076,B002-02469,364.11152999999973,6,5038,839.6666666666666
2077,B002-02470,8282.899768080002,1,35,35.0
2078,B002-02471,363.3011655970004,1,28,28.0
2079,B002-02472,3.8262079009999996,2,610,305.0
2080,B002-02473,27931.366352809986,51,96641,1894.921568627451
2081,B002-02474,70.6978799999997,1,1138,1138.0
2082,B002-02475,22.728700000000025,15,20812,1387.4666666666667
2083,B002-02476,1561.0508799999982,16,50366,3147.875
2084,B002-02479,108.84426247199966,1,20,20.0
2085,B002-02480,25.904843519000067,2,2977,1488.5
2086,B002-02481,0.406108174,2,1013,506.5
2087,B002-02483,2819.2754070429996,2,4012,2006.0
2088,B002-02484,45810.22654463999,30,47721,1590.7
2089,B002-02486,714.3434999999996,1,1646,1646.0
2090,B002-02487,0.07252,1,5052,5052.0
2091,B002-02488,21.292940000000034,1,1125,1125.0
2092,B002-02492,0.739735977,76,377969,4973.276315789473
2093,B002-02494,0.14504,10,128536,12853.6
2094,B002-02497,219.7685499999985,2,3999,1999.5
2095,B002-02498,1020.9289599999984,1,1034,1034.0
2096,B002-02499,241.45420999999857,2,335,167.5
2097,B002-02500,137.90024999999906,8,333770,41721.25
2098,B002-02501,5589.510319999997,1,25,25.0
2099,B002-02502,6.2223743119999915,1,32574,32574.0
2100,B002-02503,1169.2934958720023,1,20,20.0
2101,B002-02504,263.2411003850002,1,7,7.0
2102,B002-02505,87.68228856099994,1,786,786.0
2103,B002-02507,681.3577139329996,3,8011,2670.3333333333335
2104,B002-02509,1457.9459466679984,9,88345,9816.111111111111
2105,B002-02510,1.2321664520000002,3,18100,6033.333333333333
2106,B002-02511,120.89817164400024,1,71,71.0
2107,B002-02512,8367.356753630998,1,776,776.0
2108,B002-02513,2.30489604,2,2482,1241.0
2109,B002-02514,51.01361999999992,4,961,240.25
2110,B002-02515,61.399089999999894,9,3442,382.44444444444446
2111,B002-02516,16.59333000000004,1,105,105.0
2112,B002-02517,1867.8682100000021,1,2568,2568.0
2113,B002-02519,20898.06847999999,1,1598,1598.0
2114,B002-02520,87.9728399999996,1,42,42.0
2115,B002-02521,268.27467999999857,1,2666,2666.0
2116,B002-02522,68.86250089799995,1,51,51.0
2117,B002-02523,0.0,4,44957,11239.25
2118,B002-02524,397.7243414510003,4,3904,976.0
2119,B002-02525,71379.74209788,14,844576,60326.857142857145
2120,B002-02526,62.222210783999834,1,918,918.0
2121,B002-02528,184.93824584699996,2,5693,2846.5
2122,B002-02529,5685.958981195995,1,386,386.0
2123,B002-02530,54.36415999999992,29,170120,5866.206896551724
2124,B002-02531,1485.187759999997,3,2797,932.3333333333334
2125,B002-02532,0.0,1,9520,9520.0
2126,B002-02534,70.92895999999978,1,203,203.0
2127,B002-02535,70.39233999999978,2,1594,797.0
2128,B002-02536,5.236109999999998,1,276,276.0
2129,B002-02537,135.91307999999913,1,1,1.0
2130,B002-02539,0.0,10,3689,368.9
2131,B002-02540,1.2161379049999996,1,112,112.0
2132,B002-02541,33353.514376949985,2,17,8.5
2133,B002-02542,8670.17472,4,17962,4490.5
2134,B002-02543,2209.4262099999996,1,239,239.0
2135,B002-02545,817.25916,19,31462,1655.8947368421052
2136,B002-02546,0.07252,1,2016,2016.0
2137,B002-02547,3052.8407500000026,4,5332,1333.0
